title,average_rating,language_code,  num_pages,ratings_count,text_reviews_count,publisher,Bookauthor_no,Bookauthor_Main,Bookauthor_Co1,Bookauthor_Co2,Age_years,title_nwords
Red: Passion and Patience in the Desert,4.02,eng,288,1309,107,Vintage,1,Terry Tempest Williams,0,0,18,7
James Joyce's Ulysses,4.17,eng,405,1991,92,Vintage,1,Stuart Gilbert,0,0,65,3
The Master of Go,3.84,eng,189,2821,199,Vintage,2,Yasunari Kawabata,Edward G. Seidensticker,0,24,4
Beauty and Sadness,3.85,eng,206,4933,313,Vintage,2,Yasunari Kawabata,Howard Hibbett,0,24,3
Touching the Rock: An Experience of Blindness,3.98,eng,248,141,24,Vintage,2,John M. Hull,Oliver Sacks,0,28,7
World Light,4.14,eng,624,551,52,Vintage,2,Halldór Laxness,Magnus Magnusson,0,18,2
Under the Glacier,3.59,eng,240,1577,181,Vintage,2,Halldór Laxness,Magnus Magnusson,0,15,3
Paradise Reclaimed,3.77,eng,304,447,33,Vintage,3,Halldór Laxness,Magnus Magnusson,Jane Smiley,18,2
Iceland's Bell,3.89,eng,425,1262,90,Vintage,3,Halldór Laxness,Philip Roughton,Adam Haslett,17,2
Island: Collected Stories,4.19,eng,448,837,102,Vintage,1,Alistair MacLeod,0,0,18,3
Selected Stories,4.28,eng,688,5749,285,Vintage,1,Alice Munro,0,0,23,2
Something I've Been Meaning to Tell You: 13 Stories,4.1,eng,246,2386,178,Vintage,1,Alice Munro,0,0,16,9
The Beggar Maid: Stories of Flo and Rose,3.93,eng,210,2814,258,Vintage,2,Alice Munro,Susanna Basso,0,29,8
Lives of Girls and Women,3.99,eng,277,8461,553,Vintage,1,Alice Munro,0,0,19,5
Open Secrets,4.07,eng,304,4038,297,Vintage,1,Alice Munro,0,0,25,2
Going Native,3.58,eng,320,593,62,Vintage,1,Stephen Wright,0,0,15,2
Einstein's Dreams,4.07,eng,144,25551,2576,Vintage,1,Alan Lightman,0,0,16,2
Awakenings,4.1,eng,464,8982,333,Vintage,1,Oliver Sacks,0,0,21,1
Salonica  City of Ghosts: Christians  Muslims and Jews  1430-1950,4.27,eng,544,755,73,Vintage,1,Mark Mazower,0,0,14,12
War Trash,3.79,eng,368,3007,255,Vintage,1,Ha Jin,0,0,15,2
Midnight's Children,3.98,eng,647,87463,4469,Vintage,1,Salman Rushdie,0,0,25,2
Art and Lies,3.86,eng,240,3469,141,Vintage,1,Jeanette Winterson,0,0,24,3
Art Objects: Essays on Ecstasy and Effrontery,4.05,eng,192,1760,100,Vintage,1,Jeanette Winterson,0,0,23,7
The World and Other Places: Stories,3.86,eng,240,1962,110,Vintage,1,Jeanette Winterson,0,0,20,6
Written on the Body,4.07,eng,192,20951,1361,Vintage,1,Jeanette Winterson,0,0,26,4
Stranger in the Forest: On Foot Across Borneo,4.1,eng,288,1584,110,Vintage,1,Eric Hansen,0,0,20,8
Exile and the Kingdom,3.89,eng,166,680,56,Vintage,3,Albert Camus,Carol Cosman,Orhan Pamuk,13,4
Lyrical and Critical Essays,4.27,eng,365,817,52,Vintage,3,Albert Camus,Ellen Conroy Kennedy,Philip Thody,50,4
The Possessed,3.83,eng,190,325,22,Vintage,2,Albert Camus,Justin O'Brien,0,56,2
Fugitive Pieces,3.93,eng,304,12209,947,Vintage,1,Anne Michaels,0,0,22,2
The Dive From Clausen's Pier,3.42,eng,432,19844,1747,Vintage,1,Ann Packer,0,0,17,5
Titan: The Life of John D. Rockefeller  Sr.,4.2,eng,832,15971,812,Vintage,1,Ron Chernow,0,0,16,9
The Disappointment Artist,3.63,eng,149,1613,129,Vintage,1,Jonathan Lethem,0,0,14,3
As She Climbed Across the Table,3.67,eng,212,4488,380,Vintage,1,Jonathan Lethem,0,0,22,6
The Diagnosis,2.86,eng,384,898,123,Vintage,1,Alan Lightman,0,0,18,2
Arctic Dreams,4.21,eng,496,5155,333,Vintage,1,Barry  Lopez,0,0,19,2
Field Notes: The Grace Note of the Canyon Wren,4.13,eng,176,323,19,Vintage,1,Barry  Lopez,0,0,16,9
The Rediscovery of North America,4.06,eng,64,245,37,Vintage,1,Barry  Lopez,0,0,28,5
John James Audubon,4.13,eng,528,460,65,Vintage,1,Richard Rhodes,0,0,14,3
Isaac Newton,3.84,eng,288,5495,324,Vintage,1,James Gleick,0,0,16,2
Invisible Man,3.86,eng,581,334,44,Vintage,1,Ralph Ellison,0,0,30,2
Crucible of War: The Seven Years' War and the Fate of Empire in British North America  1754 - 1766,4.16,eng,912,3103,114,Vintage,1,Fred Anderson,0,0,19,20
A Visitation of Spirits,3.76,eng,272,449,38,Vintage,1,Randall Kenan,0,0,20,4
Surely You're Joking  Mr. Feynman!,4.28,eng,350,1837,178,Vintage,1,Richard P. Feynman,0,0,14,6
The Anthropology of Turquoise: Reflections on Desert  Sea  Stone  and Sky,4.04,eng,336,1063,159,Vintage,1,Ellen Meloy,0,0,17,14
Eating Stone: Imagination and the Loss of the Wild,4.1,eng,352,462,78,Vintage,1,Ellen Meloy,0,0,14,9
The Trial,3.98,eng,255,168300,3724,Vintage,4,Franz Kafka,Max Brod,Willa Muir,19,2
Go Down  Moses,3.93,eng,365,8289,370,Vintage,1,William Faulkner,0,0,29,4
South of the Border  West of the Sun,3.87,eng,190,59657,2612,Vintage,2,Haruki Murakami,Philip Gabriel,0,14,9
Dance Dance Dance,4.04,eng,393,50169,2117,Vintage,1,Haruki Murakami,0,0,18,3
Mulliner Nights (Mr. Mulliner  #3),4.11,eng,240,1174,75,Vintage,1,P.G. Wodehouse,0,0,15,6
Beyond Good and Evil: Prelude to a Philosophy of the Future,4.01,eng,256,50,6,Vintage,2,Friedrich Nietzsche,Walter Kaufmann,0,31,11
Kentucky Straight: Stories,4.03,eng,192,876,89,Vintage,1,Chris Offutt,0,0,28,3
Last Night: Stories,3.9,eng,132,1825,186,Vintage,1,James Salter,0,0,14,3
I  Claudius (Claudius  #1),4.27,eng,468,45108,1853,Vintage,1,Robert Graves,0,0,31,6
Sanctuary,3.64,eng,317,9336,544,Vintage,1,William Faulkner,0,0,27,1
Money,3.71,eng,394,19967,732,Vintage,1,Martin Amis,0,0,15,1
The Rachel Papers,3.59,eng,240,8180,346,Vintage,1,Martin Amis,0,0,28,3
Yellow Dog,2.79,eng,352,1449,94,Vintage,1,Martin Amis,0,0,15,2
Success,3.66,eng,224,2191,101,Vintage,1,Martin Amis,0,0,29,1
Koba the Dread: Laughter and the Twenty Million,3.83,eng,306,1182,110,Vintage,1,Martin Amis,0,0,17,8
Dead Babies,3.32,eng,206,6348,162,Vintage,1,Martin Amis,0,0,29,2
Virginia Woolf,4.26,eng,893,2807,113,Vintage,1,Hermione Lee,0,0,21,2
Who Will Run the Frog Hospital?,3.79,eng,160,6419,628,Vintage,1,Lorrie Moore,0,0,16,6
Family Matters,4.02,eng,500,19200,785,Vintage,1,Rohinton Mistry,0,0,17,2
Landscape and Memory,4.17,eng,672,900,80,Vintage,1,Simon Schama,0,0,24,3
Blood on the Moon (Lloyd Hopkins  #1),3.44,eng,272,1612,100,Vintage,1,James Ellroy,0,0,15,8
Culture and Imperialism,4.15,eng,380,4053,123,Vintage,1,Edward W. Said,0,0,26,3
Strange Pilgrims,4.03,eng,208,6952,422,Vintage,1,Gabriel García Márquez,0,0,14,2
Survivor,3.92,eng,289,49307,1637,Vintage,1,Chuck Palahniuk,0,0,20,1
Created in Darkness,3.75,eng,249,1791,146,Vintage,5,Dave Eggers,Kevin Shay,Lee Epstein,15,3
The Origin of Satan: How Christians Demonized Jews  Pagans and Heretics,3.9,eng,240,5729,209,Vintage,1,Elaine Pagels,0,0,24,12
The Crack in Space,3.46,eng,188,1878,142,Vintage,1,Philip K. Dick,0,0,15,4
Vulcan's Hammer,3.52,eng,165,1561,97,Vintage,1,Philip K. Dick,0,0,16,2
American Sphinx: The Character of Thomas Jefferson,3.92,eng,440,20178,590,Vintage,1,Joseph J. Ellis,0,0,22,7
The Time of Our Singing,4.25,eng,631,1836,245,Vintage,1,Richard Powers,0,0,16,5
Gain,3.77,eng,355,710,54,Vintage,1,Richard Powers,0,0,19,1
The Grotesque,3.62,eng,178,815,58,Vintage,1,Patrick McGrath,0,0,23,2
Port Mungo,3.32,eng,242,412,36,Vintage,1,Patrick McGrath,0,0,15,2
Experience,3.96,eng,401,71,5,Vintage,1,Martin Amis,0,0,19,1
Heavy Water and Other Stories,3.39,eng,208,1071,49,Vintage,1,Martin Amis,0,0,20,5
Visiting Mrs Nabokov and Other Excursions,3.7,eng,288,545,16,Vintage,1,Martin Amis,0,0,15,6
How to Travel with a Salmon & Other Essays,3.85,eng,229,110,12,Vintage,2,Umberto Eco,William Weaver,0,19,9
How Proust Can Change Your Life,3.76,eng,208,10270,877,Vintage,1,Alain de Botton,0,0,22,6
Status Anxiety,3.91,eng,306,7957,535,Vintage,1,Alain de Botton,0,0,15,2
Chronicle of a Death Foretold,3.97,eng,120,69912,2789,Vintage,2,Gabriel García Márquez,Gregory Rabassa,0,17,5
Imaginary Friends,3.54,eng,144,200,19,Vintage,1,Nora Ephron,0,0,17,2
Melville: His World and Work,4.04,eng,448,273,37,Vintage,1,Andrew Delbanco,0,0,14,5
Common Ground: A Turbulent Decade in the Lives of Three American Families,4.28,eng,688,2061,194,Vintage,1,J. Anthony Lukas,0,0,34,12
Out,3.92,eng,400,18671,1894,Vintage,2,Natsuo Kirino,Stephen Snyder,0,15,1
Democracy in America Volume 2,4.17,eng,506,316,19,Vintage,4,Alexis de Tocqueville,Eduardo Brandão,Phillips Bradley,30,5
The Rings of Saturn,4.26,eng,304,419,50,Vintage,2,W.G. Sebald,Michael Hulse,0,25,4
Learned Optimism: How to Change Your Mind and Your Life,4.0,eng,319,13891,628,Vintage,1,Martin E.P. Seligman,0,0,14,10
Last Tales,4.11,eng,352,332,22,Vintage,2,Isak Dinesen,Karen Blixen,0,29,2
Out of Africa / Shadows on the Grass,4.24,eng,462,9298,312,Vintage,2,Isak Dinesen,Karen Blixen,0,31,8
A Multitude of Sins,3.75,eng,304,1183,74,Vintage,1,Richard Ford,0,0,17,4
Hiroshima,3.97,eng,152,52567,2358,Vintage,1,John Hersey,0,0,31,1
A Civil Action,3.97,eng,512,13628,754,Vintage,1,Jonathan Harr,0,0,24,3
Gideon's Trumpet: How One Man  a Poor Prisoner  Took His Case to the Supreme Court-And Changed the Law of the United States,3.91,eng,288,2264,185,Vintage,1,Anthony  Lewis,0,0,31,24
The Death of Virgil,4.19,eng,496,794,65,Vintage,2,Hermann Broch,Jean Starr Untermeyer,0,25,4
Acts of Faith,3.94,eng,688,1617,231,Vintage,1,Philip Caputo,0,0,14,3
Whites,3.77,eng,160,382,42,Vintage,1,Norman Rush,0,0,28,1
Far Afield,3.81,eng,352,316,50,Vintage,1,Susanna Kaysen,0,0,26,2
Checkpoint,2.88,eng,128,654,60,Vintage,1,Nicholson Baker,0,0,15,1
Double Fold: Libraries and the Assault on Paper,3.42,eng,370,846,91,Vintage,1,Nicholson Baker,0,0,18,8
A Box of Matches,3.67,eng,192,1679,192,Vintage,1,Nicholson Baker,0,0,16,4
Ratner's Star,3.49,eng,448,1548,98,Vintage,1,Don DeLillo,0,0,28,2
CivilWarLand in Bad Decline,4.22,eng,179,12813,986,Vintage,1,George Saunders,0,0,23,4
The Secret History,4.1,eng,559,234929,15790,Vintage,1,Donna Tartt,0,0,16,3
The Death and Rebirth of the Seneca,3.66,eng,416,102,5,Vintage,1,Anthony F.C. Wallace,0,0,48,7
Letting Go,3.7,eng,630,1103,88,Vintage,1,Philip Roth,0,0,23,2
My Life as a Man,3.73,eng,334,1561,101,Vintage,1,Philip Roth,0,0,26,5
Patrimony,4.17,eng,240,2531,202,Vintage,1,Philip Roth,0,0,24,1
The Great American Novel,3.63,eng,416,180,22,Vintage,1,Philip Roth,0,0,25,4
The Professor of Desire,3.66,eng,272,2016,113,Vintage,2,Philip Roth,Νίκος Παναγιωτόπουλος,0,25,4
Deception,3.34,eng,208,1524,118,Vintage,1,Philip Roth,0,0,14,1
When She Was Good,3.53,eng,320,1748,149,Vintage,1,Philip Roth,0,0,25,4
The Dying Animal,3.63,eng,156,5910,437,Vintage,1,Philip Roth,0,0,18,3
For the Relief of Unbearable Urges,3.93,eng,205,2418,229,Vintage,1,Nathan Englander,0,0,20,6
The Brief History of the Dead,3.67,eng,252,9490,1576,Vintage,1,Kevin Brockmeier,0,0,13,6
The Swimming-Pool Library,3.77,eng,352,7115,322,Vintage,1,Alan Hollinghurst,0,0,31,3
Woman Hollering Creek and Other Stories,4.04,eng,192,8107,379,Vintage,1,Sandra Cisneros,0,0,28,6
The Dew Breaker,3.8,eng,244,5891,584,Vintage,1,Edwidge Danticat,0,0,15,3
The Progress of Love,4.14,eng,320,2128,115,Vintage,1,Alice Munro,0,0,20,4
The Story of a Shipwrecked Sailor,3.78,eng,128,462,44,Vintage,2,Gabriel García Márquez,Randolf Hogan,0,31,6
The Art of Fiction: Notes on Craft for Young Writers,4.0,eng,224,5019,408,Vintage,1,John Gardner,0,0,29,10
Lolita: The Screenplay,3.87,eng,240,281,18,Vintage,1,Vladimir Nabokov,0,0,23,3
Now and on Earth,3.7,eng,320,339,21,Vintage,2,Jim Thompson,Stephen King,0,26,4
Caramelo,3.9,eng,441,9317,700,Vintage,1,Sandra Cisneros,0,0,17,1
South of the Border  West of the Sun,3.87,eng,213,3778,457,Vintage,2,Haruki Murakami,Philip Gabriel,0,20,9
Mama Day,4.17,eng,312,8922,559,Vintage,1,Gloria Naylor,0,0,31,2
The Bridegroom,3.77,eng,240,1800,168,Vintage,1,Ha Jin,0,0,19,2
Ocean of Words,3.81,eng,205,419,26,Vintage,1,Ha Jin,0,0,22,3
The Bridegroom,3.77,eng,225,49,9,Vintage,1,Ha Jin,0,0,19,2
Night Falls Fast: Understanding Suicide,4.1,eng,432,5382,224,Vintage,1,Kay Redfield Jamison,0,0,20,5
Selected Stories,4.28,eng,476,2738,135,Vintage,1,Andre Dubus,0,0,25,2
In the Bedroom: Seven Stories,4.16,eng,148,870,74,Vintage,2,Andre Dubus,Todd Field,0,18,5
Doctor Faustus,4.08,eng,535,7825,314,Vintage,2,Thomas Mann,John E. Woods,0,21,2
The Makioka Sisters,4.03,eng,530,4596,441,Vintage,2,Jun'ichirō Tanizaki,Edward G. Seidensticker,0,25,3
Quicksand,3.65,eng,224,1060,90,Vintage,2,Jun'ichirō Tanizaki,Howard Hibbett,0,25,1
Seven Japanese Tales,3.85,eng,298,1291,86,Vintage,2,Jun'ichirō Tanizaki,Howard Hibbett,0,24,3
The Reed Cutter & Captain Shigemoto's Mother,3.67,eng,180,137,14,Vintage,2,Jun'ichirō Tanizaki,Anthony H. Chambers,0,25,7
A General Theory of Love,4.11,eng,288,3675,422,Vintage,3,Thomas Lewis,Fari Amini,Richard Lannon,19,5
Because the Night (Lloyd Hopkins  #2),3.48,eng,288,1085,42,Vintage,1,James Ellroy,0,0,15,7
Suicide Hill (Lloyd Hopkins  #3),3.53,eng,288,1004,39,Vintage,1,James Ellroy,0,0,14,6
The Pure in Heart (Simon Serrailler  #2),3.92,eng,320,4245,347,Vintage,1,Susan Hill,0,0,14,8
Filth,3.73,eng,393,148,17,Vintage,1,Irvine Welsh,0,0,21,1
The Lemon Table,3.68,eng,241,2043,167,Vintage,1,Julian Barnes,0,0,15,3
Hit Men: Power Brokers and Fast Money Inside the Music Business,3.94,eng,432,689,44,Vintage,2,Fredric Dannen,Erroll McDonald,0,29,11
Company,3.73,eng,338,4938,404,Vintage,1,Max Barry,0,0,13,1
Nobody Knows My Name,4.35,eng,242,2218,146,Vintage,1,James Baldwin,0,0,28,4
Tell Me How Long the Train's Been Gone,4.26,eng,496,2162,144,Vintage,1,James Baldwin,0,0,22,8
If Beale Street Could Talk,4.23,eng,197,19731,2158,Vintage,1,James Baldwin,0,0,14,5
The Amen Corner,3.9,eng,112,467,32,Vintage,1,James Baldwin,0,0,22,3
Blues for Mister Charlie,4.13,eng,144,1202,80,Vintage,1,James Baldwin,0,0,25,4
Confederates in the Attic: Dispatches from the Unfinished Civil War,4.09,eng,406,19207,1596,Vintage,1,Tony Horwitz,0,0,21,10
1491: New Revelations of the Americas Before Columbus,4.02,eng,541,56290,3238,Vintage,1,Charles C. Mann,0,0,14,8
I Don't Know How She Does It (Kate Reddy  #1),3.33,eng,368,214,25,Vintage,1,Allison Pearson,0,0,17,11
One Step Behind  (Kurt Wallander  #7),4.09,eng,450,11885,481,Vintage,2,Henning Mankell,Ebba Segerberg,0,17,8
The White Lioness (Kurt Wallander  #3),3.84,eng,576,12367,709,Vintage,2,Henning Mankell,Laurie Thompson,0,17,7
Monkeys,3.67,eng,176,1219,105,Vintage,1,Susan Minot,0,0,20,1
Evening,3.37,eng,288,3765,550,Vintage,1,Susan Minot,0,0,21,1
The Tiny One,3.68,eng,258,248,43,Vintage,1,Eliza Minot,0,0,20,3
Encore Provence: New Adventures in the South of France,4.0,eng,240,9980,254,Vintage,1,Peter Mayle,0,0,20,9
A Year in Provence,3.96,eng,207,54963,2554,Vintage,1,Peter Mayle,0,0,29,4
Cities of the Plain (The Border Trilogy  #3),4.09,eng,292,17475,946,Vintage,1,Cormac McCarthy,0,0,21,9
Turtle Moon,3.83,eng,275,7545,388,Vintage,1,Alice Hoffman,0,0,18,2
Possession,3.89,eng,555,62580,3465,Vintage,1,A.S. Byatt,0,0,29,1
A Star Called Henry,3.84,eng,342,6885,438,Vintage,1,Roddy Doyle,0,0,20,4
Yeats Is Dead,3.4,eng,298,34,4,Vintage,15,Roddy Doyle,Frank McCourt,Conor McPherson,18,3
Aman: The Story of a Somali Girl,3.77,eng,368,549,46,Vintage,1,Virginia Lee Barnes,0,0,25,7
A History of the World in 10½  Chapters,3.89,eng,320,10008,638,Vintage,1,Julian Barnes,0,0,30,9
Maps for Lost Lovers,3.78,eng,400,2127,277,Vintage,1,Nadeem Aslam,0,0,14,4
The Civil War  Vol. 1: Fort Sumter to Perryville,4.42,eng,856,9760,346,Vintage,1,Shelby Foote,0,0,34,10
Toujours Provence,4.02,eng,241,25092,432,Vintage,1,Peter Mayle,0,0,28,2
The Island at the Center of the World: The Epic Story of Dutch Manhattan and the Forgotten Colony That Shaped America,4.14,eng,384,6919,777,Vintage,1,Russell Shorto,0,0,15,21
Walt Whitman's America,4.17,eng,672,387,43,Vintage,1,David S. Reynolds,0,0,24,3
Blind Willow  Sleeping Woman,3.84,eng,362,1162,132,Vintage,3,Haruki Murakami,Jay Rubin,Philip Gabriel,13,5
Never Let Me Go,3.82,eng,288,380646,22957,Vintage Books,1,Kazuo Ishiguro,0,0,10,4
Never Let Me Go,3.82,eng,288,1177,163,Vintage Books,1,Kazuo Ishiguro,0,0,14,4
The Annotated Lolita,4.28,eng,457,2965,358,Vintage Books,2,Vladimir Nabokov,Alfred Appel,0,29,3
The Elephant Vanishes,3.86,eng,327,1299,128,Vintage Books,3,Haruki Murakami,Alfred Birnbaum,Jay Rubin,17,3
Less Than Zero,3.58,eng,208,55900,2543,Vintage Books,1,Bret Easton Ellis,0,0,10,3
Three Famous Short Novels: Spotted Horses Old Man the Bear,3.86,eng,320,1457,117,Vintage Books,1,William Faulkner,0,0,62,10
The Town,4.1,eng,371,1253,68,Vintage Books,1,William Faulkner,0,0,59,2
Norwegian Wood,4.03,eng,296,248676,12203,Vintage Books,2,Haruki Murakami,Jay Rubin,0,20,2
Sula,3.93,eng,189,709,94,Vintage Books,1,Toni Morrison,0,0,15,1
Angels & Insects,3.65,eng,292,7,0,Vintage Books,1,A.S. Byatt,0,0,26,3
A Midwife's Tale: The Life of Martha Ballard  Based on Her Diary  1785-1812,4.01,eng,444,5149,633,Vintage Books,1,Laurel Thatcher Ulrich,0,0,29,15
The Wall,4.28,eng,640,1829,57,Vintage Books,1,John Hersey,0,0,32,2
The Will to Power,4.05,eng,575,7931,132,Vintage Books,3,Friedrich Nietzsche,Walter Kaufmann,R.J. Hollingdale,9,4
Going to Meet the Man,4.35,eng,249,4022,309,Vintage Books a division of Random House,1,James Baldwin,0,0,25,5
The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,4.07,eng,425,32569,1058,Vintage Books USA,1,Brian Greene,0,0,16,15
Memoirs of a Geisha,4.11,eng,503,280309,3703,Vintage Books USA,1,Arthur Golden,0,0,15,4
The Brothers Karamazov,4.32,eng,796,617,80,Vintage Books USA,3,Fyodor Dostoyevsky,Richard Pevear,Larissa Volokhonsky,29,3
The Moviegoer,3.68,eng,242,21634,1660,Vintage Books USA,1,Walker Percy,0,0,22,2
The Whore's Child and Other Stories,3.75,eng,240,2738,252,Vintage Books USA,1,Richard Russo,0,0,17,6
The Executioner's Song,4.06,eng,1056,15682,952,Vintage Books USA,1,Norman Mailer,0,0,22,3
Vintage Murakami,4.03,eng,182,740,41,Vintage Books USA,1,Haruki Murakami,0,0,16,2
Selected Speeches and Writings,4.22,eng,515,172,12,Vintage Books USA,2,Abraham Lincoln,Gore Vidal,0,28,4
When I Was Puerto Rican,4.02,eng,274,8632,560,Vintage Books USA,1,Esmeralda Santiago,0,0,26,5
The Woman Warrior,3.73,eng,204,21189,1195,Vintage Books USA,1,Maxine Hong Kingston,0,0,31,3
The Quiet American,3.97,eng,198,1344,156,Vintage Books/Vintage Classics,2,Graham Greene,Zadie Smith,0,16,3
The Year of the Death of Ricardo Reis,4.02,eng,384,3826,191,Vintage Classics,2,José Saramago,Giovanni Pontiero,0,22,8
The Heart of the Matter,3.99,eng,272,21842,891,Vintage Classics,1,Graham Greene,0,0,16,5
The Brothers Karamazov,4.32,eng,796,443,55,Vintage Classics,3,Fyodor Dostoyevsky,Richard Pevear,Larissa Volokhonsky,28,3
The Complete Short Novels,4.47,eng,548,10580,118,Vintage Classics,3,Anton Chekhov,Richard Pevear,Larissa Volokhonsky,15,4
The Double and The Gambler,4.16,eng,344,2486,99,Vintage Classics,3,Fyodor Dostoyevsky,Richard Pevear,Larissa Volokhonsky,13,5
Slow Learner: Early Stories,3.5,eng,208,3169,161,Vintage Classics,1,Thomas Pynchon,0,0,25,4
The Second Sex,4.12,eng,880,333,27,Vintage Classics,2,Simone de Beauvoir,H.M. Parshley,0,23,3
Earthly Powers,4.16,eng,649,2116,157,Vintage Classics,1,Anthony Burgess,0,0,16,2
In Praise of Shadows,4.09,eng,73,467,32,Vintage Classics,3,Jun'ichirō Tanizaki,Thomas J. Harper,Edward G. Seidensticker,19,4
Timequake,3.72,eng,219,23527,822,Vintage Classics,1,Kurt Vonnegut Jr.,0,0,22,1
Green Hills of Africa,3.56,eng,200,7290,387,Vintage Classics,2,Ernest Hemingway,Edward Shenton,0,16,4
The Confessions of Nat Turner,3.97,eng,480,86,5,Vintage Classics,1,William Styron,0,0,16,5
Set This House On Fire,3.69,eng,567,566,33,Vintage Classics,1,William Styron,0,0,19,5
Cry  the Beloved Country,3.9,eng,240,767,85,Vintage Classics,1,Alan Paton,0,0,18,5
The Idiot,4.18,eng,633,2710,294,Vintage Classics,3,Fyodor Dostoyevsky,Richard Pevear,Larissa Volokhonsky,17,2
Baltasar and Blimunda,3.92,eng,346,105,14,Vintage Classics,2,José Saramago,Giovanni Pontiero,0,19,3
The End of the Affair,3.94,eng,160,38283,3002,Vintage Classics,2,Graham Greene,Monica Ali,0,16,5
The Invisible Writing,4.31,eng,544,115,16,Vintage Classics,1,Arthur Koestler,0,0,15,3
The Moon And Sixpence,4.13,eng,215,447,53,Vintage Classics,1,W. Somerset Maugham,0,0,21,4
Running Dog,3.43,eng,256,1356,72,Vintage Contemporaries,1,Don DeLillo,0,0,31,2
The Rules of Attraction,3.68,eng,283,35311,974,Vintage Contemporaries,1,Bret Easton Ellis,0,0,22,4
Where I'm Calling From: New and Selected Stories,4.42,eng,544,18280,772,Vintage Contemporaries,1,Raymond Carver,0,0,20,8
Cathedral,4.28,eng,230,21895,894,Vintage Contemporaries,1,Raymond Carver,0,0,31,1
The Big Sleep (Philip Marlowe  #1),4.01,eng,231,103400,4076,Vintage Crime,1,Raymond Chandler,0,0,32,7
New Hope for the Dead (Hoke Mosely #2),3.9,eng,244,821,78,Vintage Crime/Black Lizard,2,Charles Willeford,James Lee Burke,0,16,8
Sideswipe: A Hoke Moseley Novel,4.05,eng,215,731,72,Vintage Crime/Black Lizard,2,Charles Willeford,Lawrence Block,0,15,5
Miami Blues (Hoke Moseley #1),3.94,eng,191,2897,178,Vintage Crime/Black Lizard,2,Charles Willeford,Elmore Leonard,0,16,5
The High Window (Philip Marlowe  #3),4.08,eng,265,13233,570,Vintage Crime/Black Lizard,1,Raymond Chandler,0,0,28,7
The Simple Art of Murder,4.16,eng,384,4952,162,Vintage Crime/Black Lizard,1,Raymond Chandler,0,0,32,5
The Long Good,4.22,eng,379,26389,1619,Vintage Crime/Black Lizard,1,Raymond Chandler,0,0,32,3
Trouble Is My Business,4.06,eng,224,9606,258,Vintage Crime/Black Lizard,1,Raymond Chandler,0,0,32,4
